No.,Time,Source,Destination,Protocol,Length,Sequence Number (raw),Acknowledgment number (raw),Acknowledgment Number,Sequence Number,Info
76999,182.151605654,192.168.0.100,128.135.11.239,TCP,146,1275047493.0,875564159.0,68239.0,1853.0,49796  >  443 [ACK] Seq=1853 Ack=68239 Win=128128 Len=0 TSval=2729515298 TSecr=80320127
77000,182.15160938,192.168.0.100,128.135.11.239,TCP,146,1275047493.0,875565607.0,69687.0,1853.0,49796  >  443 [ACK] Seq=1853 Ack=69687 Win=128960 Len=0 TSval=2729515298 TSecr=80320127
77001,182.151613066,192.168.0.100,128.135.11.239,TCP,146,1275047493.0,875568503.0,72583.0,1853.0,49796  >  443 [ACK] Seq=1853 Ack=72583 Win=128128 Len=0 TSval=2729515298 TSecr=80320127
77002,182.151616755,192.168.0.100,128.135.11.239,TCP,146,1275047493.0,875569951.0,74031.0,1853.0,49796  >  443 [ACK] Seq=1853 Ack=74031 Win=131072 Len=0 TSval=2729515298 TSecr=80320127
77003,182.151636417,192.168.0.100,128.135.11.239,TCP,146,1275047493.0,875574295.0,78375.0,1853.0,49796  >  443 [ACK] Seq=1853 Ack=78375 Win=126720 Len=0 TSval=2729515298 TSecr=80320127
77004,182.151640263,192.168.0.100,128.135.11.239,TCP,146,1275047493.0,875574295.0,78375.0,1853.0,[TCP Window Update] 49796  >  443 [ACK] Seq=1853 Ack=78375 Win=131072 Len=0 TSval=2729515298 TSecr=80320127
77011,182.152319406,192.168.0.100,128.135.11.239,TCP,146,1275047493.0,875577191.0,81271.0,1853.0,[TCP ACKed unseen segment] 49796  >  443 [ACK] Seq=1853 Ack=81271 Win=128128 Len=0 TSval=2729515300 TSecr=80320127
77012,182.152324057,192.168.0.100,128.135.11.239,TCP,146,1531993513.0,693174356.0,261.0,720.0,49797  >  443 [ACK] Seq=720 Ack=261 Win=131456 Len=0 TSval=2281965129 TSecr=80320129
77013,182.152327722,192.168.0.100,128.135.11.239,TCP,146,1275047493.0,875578367.0,82447.0,1853.0,49796  >  443 [ACK] Seq=1853 Ack=82447 Win=131072 Len=0 TSval=2729515300 TSecr=80320127
77020,182.154816526,192.168.0.100,128.135.11.239,TLSv1.3,226,1531993513.0,693174356.0,261.0,720.0,"Change Cipher Spec, Application Data"
77021,182.154821796,192.168.0.100,128.135.11.239,TLSv1.3,616,1531993593.0,693174356.0,261.0,800.0,Application Data
77030,182.157519449,128.135.11.239,192.168.0.100,TCP,146,693174356.0,1531993593.0,800.0,261.0,443  >  49797 [ACK] Seq=261 Ack=800 Win=64512 Len=0 TSval=80320143 TSecr=2281965129
77031,182.157524309,128.135.11.239,192.168.0.100,TCP,146,693174356.0,1531994063.0,1270.0,261.0,443  >  49797 [ACK] Seq=261 Ack=1270 Win=64128 Len=0 TSval=80320143 TSecr=2281965130
77032,182.157528727,128.135.11.239,192.168.0.100,TLSv1.3,465,693174356.0,1531994063.0,1270.0,261.0,Application Data
77033,182.157540626,128.135.11.239,192.168.0.100,TLSv1.3,1594,693174675.0,1531994063.0,1270.0,580.0,Application Data
77037,182.157970644,128.135.11.239,192.168.0.100,TCP,1594,693176123.0,1531994063.0,1270.0,2028.0,443  >  49797 [ACK] Seq=2028 Ack=1270 Win=64128 Len=1448 TSval=80320144 TSecr=2281965130 [TCP segment of a reassembled PDU]
77038,182.157977091,128.135.11.239,192.168.0.100,TCP,1594,693177571.0,1531994063.0,1270.0,3476.0,"443  >  49797 [PSH, ACK] Seq=3476 Ack=1270 Win=64128 Len=1448 TSval=80320144 TSecr=2281965130 [TCP segment of a reassembled PDU]"
77039,182.158116603,128.135.11.239,192.168.0.100,TCP,1594,693179019.0,1531994063.0,1270.0,4924.0,443  >  49797 [ACK] Seq=4924 Ack=1270 Win=64128 Len=1448 TSval=80320144 TSecr=2281965130 [TCP segment of a reassembled PDU]
77040,182.158126532,128.135.11.239,192.168.0.100,TCP,1594,693180467.0,1531994063.0,1270.0,6372.0,443  >  49797 [ACK] Seq=6372 Ack=1270 Win=64128 Len=1448 TSval=80320144 TSecr=2281965130 [TCP segment of a reassembled PDU]
77044,182.158572803,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693176123.0,2028.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=2028 Win=129728 Len=0 TSval=2281965135 TSecr=80320144
77071,182.170934681,128.135.11.239,192.168.0.100,TCP,1594,693181915.0,1531994063.0,1270.0,7820.0,"443  >  49797 [PSH, ACK] Seq=7820 Ack=1270 Win=64128 Len=1448 TSval=80320144 TSecr=2281965130 [TCP segment of a reassembled PDU]"
77072,182.17095367,128.135.11.239,192.168.0.100,TCP,1594,693183363.0,1531994063.0,1270.0,9268.0,443  >  49797 [ACK] Seq=9268 Ack=1270 Win=64128 Len=1448 TSval=80320145 TSecr=2281965130 [TCP segment of a reassembled PDU]
77073,182.170958205,128.135.11.239,192.168.0.100,TCP,1594,693184811.0,1531994063.0,1270.0,10716.0,443  >  49797 [ACK] Seq=10716 Ack=1270 Win=64128 Len=1448 TSval=80320145 TSecr=2281965130 [TCP segment of a reassembled PDU]
77074,182.170966219,128.135.11.239,192.168.0.100,TCP,1594,693186259.0,1531994063.0,1270.0,12164.0,"443  >  49797 [PSH, ACK] Seq=12164 Ack=1270 Win=64128 Len=1448 TSval=80320145 TSecr=2281965130 [TCP segment of a reassembled PDU]"
77075,182.170970682,128.135.11.239,192.168.0.100,TCP,1594,693187707.0,1531994063.0,1270.0,13612.0,443  >  49797 [ACK] Seq=13612 Ack=1270 Win=64128 Len=1448 TSval=80320147 TSecr=2281965135 [TCP segment of a reassembled PDU]
77076,182.170976205,128.135.11.239,192.168.0.100,TCP,1594,693189155.0,1531994063.0,1270.0,15060.0,443  >  49797 [ACK] Seq=15060 Ack=1270 Win=64128 Len=1448 TSval=80320147 TSecr=2281965135 [TCP segment of a reassembled PDU]
77077,182.170994021,128.135.11.239,192.168.0.100,TLSv1.3,1594,693190603.0,1531994063.0,1270.0,16508.0,Application Data
77078,182.17099975,128.135.11.239,192.168.0.100,TCP,1594,693192051.0,1531994063.0,1270.0,17956.0,"443  >  49797 [PSH, ACK] Seq=17956 Ack=1270 Win=64128 Len=1448 TSval=80320147 TSecr=2281965135 [TCP segment of a reassembled PDU]"
77086,182.17230641,128.135.11.239,192.168.0.100,TCP,1594,693181915.0,1531994063.0,1270.0,7820.0,"[TCP Out-Of-Order] 443  >  49797 [PSH, ACK] Seq=7820 Ack=1270 Win=64128 Len=1448 TSval=80320144 TSecr=2281965130[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
77087,182.17232814,128.135.11.239,192.168.0.100,TCP,1594,693183363.0,1531994063.0,1270.0,9268.0,"[TCP Out-Of-Order] 443  >  49797 [ACK] Seq=9268 Ack=1270 Win=64128 Len=1448 TSval=80320145 TSecr=2281965130[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
77088,182.172332817,128.135.11.239,192.168.0.100,TCP,1594,693184811.0,1531994063.0,1270.0,10716.0,"[TCP Out-Of-Order] 443  >  49797 [ACK] Seq=10716 Ack=1270 Win=64128 Len=1448 TSval=80320145 TSecr=2281965130[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
77089,182.172338662,128.135.11.239,192.168.0.100,TCP,1594,693186259.0,1531994063.0,1270.0,12164.0,"[TCP Out-Of-Order] 443  >  49797 [PSH, ACK] Seq=12164 Ack=1270 Win=64128 Len=1448 TSval=80320145 TSecr=2281965130[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
77090,182.17234308,128.135.11.239,192.168.0.100,TCP,1594,693187707.0,1531994063.0,1270.0,13612.0,"[TCP Out-Of-Order] 443  >  49797 [ACK] Seq=13612 Ack=1270 Win=64128 Len=1448 TSval=80320147 TSecr=2281965135[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
77091,182.17234915,128.135.11.239,192.168.0.100,TCP,1594,693189155.0,1531994063.0,1270.0,15060.0,"[TCP Out-Of-Order] 443  >  49797 [ACK] Seq=15060 Ack=1270 Win=64128 Len=1448 TSval=80320147 TSecr=2281965135[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
77092,182.172353571,128.135.11.239,192.168.0.100,TCP,1594,693190603.0,1531994063.0,1270.0,16508.0,"[TCP Out-Of-Order] 443  >  49797 [ACK] Seq=16508 Ack=1270 Win=64128 Len=1448 TSval=80320147 TSecr=2281965135[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
77093,182.172361375,128.135.11.239,192.168.0.100,TCP,1594,693192051.0,1531994063.0,1270.0,17956.0,"[TCP Retransmission] 443  >  49797 [PSH, ACK] Seq=17956 Ack=1270 Win=64128 Len=1448 TSval=80320147 TSecr=2281965135"
77104,182.182302878,128.135.11.239,192.168.0.100,TCP,1594,693193499.0,1531994063.0,1270.0,19404.0,443  >  49797 [ACK] Seq=19404 Ack=1270 Win=64128 Len=1448 TSval=80320169 TSecr=2281965135 [TCP segment of a reassembled PDU]
77108,182.185024321,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693179019.0,4924.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=4924 Win=126784 Len=0 TSval=2281965135 TSecr=80320144
77109,182.185029344,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693181915.0,7820.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=7820 Win=123904 Len=0 TSval=2281965135 TSecr=80320144
77113,182.185466397,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693181915.0,7820.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=7820 Win=131072 Len=0 TSval=2281965136 TSecr=80320144
77114,182.185480165,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693183363.0,9268.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=9268 Win=129600 Len=0 TSval=2281965139 TSecr=80320144
77115,182.185483901,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693184811.0,10716.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=10716 Win=128128 Len=0 TSval=2281965139 TSecr=80320145
77116,182.185487596,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693184811.0,10716.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=10716 Win=131072 Len=0 TSval=2281965139 TSecr=80320145
77117,182.185491275,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693186259.0,12164.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=12164 Win=129600 Len=0 TSval=2281965139 TSecr=80320145
77118,182.185494936,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693187707.0,13612.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=13612 Win=128128 Len=0 TSval=2281965139 TSecr=80320145
77119,182.185498596,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693187707.0,13612.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=13612 Win=131072 Len=0 TSval=2281965139 TSecr=80320145
77120,182.185502254,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693189155.0,15060.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=15060 Win=129600 Len=0 TSval=2281965139 TSecr=80320147
77121,182.185505914,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693190603.0,16508.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=16508 Win=129600 Len=0 TSval=2281965139 TSecr=80320147
77122,182.185509557,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693193499.0,19404.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=19404 Win=128128 Len=0 TSval=2281965139 TSecr=80320147
77123,182.185513209,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693193499.0,19404.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=19404 Win=131072 Len=0 TSval=2281965139 TSecr=80320147
77124,182.185516838,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693194947.0,20852.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=20852 Win=129600 Len=0 TSval=2281965159 TSecr=80320169
77126,182.186033143,128.135.11.239,192.168.0.100,TCP,1594,693194947.0,1531994063.0,1270.0,20852.0,443  >  49797 [ACK] Seq=20852 Ack=1270 Win=64128 Len=1448 TSval=80320173 TSecr=2281965135 [TCP segment of a reassembled PDU]
77130,182.186418363,128.135.11.239,192.168.0.100,TCP,1594,693196395.0,1531994063.0,1270.0,22300.0,443  >  49797 [ACK] Seq=22300 Ack=1270 Win=64128 Len=1448 TSval=80320173 TSecr=2281965135 [TCP segment of a reassembled PDU]
77131,182.186435988,128.135.11.239,192.168.0.100,TCP,1594,693197843.0,1531994063.0,1270.0,23748.0,"443  >  49797 [PSH, ACK] Seq=23748 Ack=1270 Win=64128 Len=1448 TSval=80320173 TSecr=2281965135 [TCP segment of a reassembled PDU]"
77135,182.187137675,128.135.11.239,192.168.0.100,TCP,1594,693199291.0,1531994063.0,1270.0,25196.0,443  >  49797 [ACK] Seq=25196 Ack=1270 Win=64128 Len=1448 TSval=80320173 TSecr=2281965135 [TCP segment of a reassembled PDU]
77136,182.187159631,128.135.11.239,192.168.0.100,TCP,1594,693200739.0,1531994063.0,1270.0,26644.0,"443  >  49797 [PSH, ACK] Seq=26644 Ack=1270 Win=64128 Len=1448 TSval=80320173 TSecr=2281965135 [TCP segment of a reassembled PDU]"
77137,182.187165089,128.135.11.239,192.168.0.100,TCP,1594,693202187.0,1531994063.0,1270.0,28092.0,443  >  49797 [ACK] Seq=28092 Ack=1270 Win=64128 Len=1448 TSval=80320173 TSecr=2281965135 [TCP segment of a reassembled PDU]
77138,182.187185622,128.135.11.239,192.168.0.100,TCP,1594,693203635.0,1531994063.0,1270.0,29540.0,"443  >  49797 [PSH, ACK] Seq=29540 Ack=1270 Win=64128 Len=1448 TSval=80320173 TSecr=2281965135 [TCP segment of a reassembled PDU]"
77142,182.187213918,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693196395.0,22300.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=22300 Win=129600 Len=0 TSval=2281965162 TSecr=80320173
77144,182.187233777,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693199291.0,25196.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=25196 Win=128128 Len=0 TSval=2281965162 TSecr=80320173
77146,182.187441984,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693200739.0,26644.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=26644 Win=126720 Len=0 TSval=2281965162 TSecr=80320173
77147,182.18744721,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693200739.0,26644.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=26644 Win=131072 Len=0 TSval=2281965162 TSecr=80320173
77151,182.188526848,128.135.11.239,192.168.0.100,TCP,1594,693205083.0,1531994063.0,1270.0,30988.0,443  >  49797 [ACK] Seq=30988 Ack=1270 Win=64128 Len=1448 TSval=80320173 TSecr=2281965139 [TCP segment of a reassembled PDU]
77152,182.188550184,128.135.11.239,192.168.0.100,TLSv1.3,1594,693206531.0,1531994063.0,1270.0,32436.0,Application Data
77153,182.188555632,128.135.11.239,192.168.0.100,TCP,1594,693207979.0,1531994063.0,1270.0,33884.0,443  >  49797 [ACK] Seq=33884 Ack=1270 Win=64128 Len=1448 TSval=80320173 TSecr=2281965139 [TCP segment of a reassembled PDU]
77154,182.188562529,128.135.11.239,192.168.0.100,TCP,1594,693209427.0,1531994063.0,1270.0,35332.0,"443  >  49797 [PSH, ACK] Seq=35332 Ack=1270 Win=64128 Len=1448 TSval=80320173 TSecr=2281965139 [TCP segment of a reassembled PDU]"
77155,182.18856762,128.135.11.239,192.168.0.100,TCP,1594,693210875.0,1531994063.0,1270.0,36780.0,443  >  49797 [ACK] Seq=36780 Ack=1270 Win=64128 Len=1448 TSval=80320174 TSecr=2281965159 [TCP segment of a reassembled PDU]
77156,182.188574214,128.135.11.239,192.168.0.100,TCP,1594,693212323.0,1531994063.0,1270.0,38228.0,"443  >  49797 [PSH, ACK] Seq=38228 Ack=1270 Win=64128 Len=1448 TSval=80320174 TSecr=2281965159 [TCP segment of a reassembled PDU]"
77157,182.188580533,128.135.11.239,192.168.0.100,TCP,1594,693213771.0,1531994063.0,1270.0,39676.0,443  >  49797 [ACK] Seq=39676 Ack=1270 Win=64128 Len=1448 TSval=80320174 TSecr=2281965159 [TCP segment of a reassembled PDU]
77158,182.188585552,128.135.11.239,192.168.0.100,TCP,1594,693215219.0,1531994063.0,1270.0,41124.0,"443  >  49797 [PSH, ACK] Seq=41124 Ack=1270 Win=64128 Len=1448 TSval=80320174 TSecr=2281965159 [TCP segment of a reassembled PDU]"
77162,182.188997971,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693203635.0,29540.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=29540 Win=128128 Len=0 TSval=2281965162 TSecr=80320173
77163,182.189008271,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693203635.0,29540.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=29540 Win=131072 Len=0 TSval=2281965162 TSecr=80320173
77167,182.190526577,128.135.11.239,192.168.0.100,TCP,1594,693216667.0,1531994063.0,1270.0,42572.0,443  >  49797 [ACK] Seq=42572 Ack=1270 Win=64128 Len=1448 TSval=80320174 TSecr=2281965159 [TCP segment of a reassembled PDU]
77168,182.190557084,128.135.11.239,192.168.0.100,TCP,1594,693218115.0,1531994063.0,1270.0,44020.0,"443  >  49797 [PSH, ACK] Seq=44020 Ack=1270 Win=64128 Len=1448 TSval=80320174 TSecr=2281965159 [TCP segment of a reassembled PDU]"
77169,182.190562961,128.135.11.239,192.168.0.100,TCP,1594,693219563.0,1531994063.0,1270.0,45468.0,443  >  49797 [ACK] Seq=45468 Ack=1270 Win=64128 Len=1448 TSval=80320174 TSecr=2281965159 [TCP segment of a reassembled PDU]
77170,182.19058109,128.135.11.239,192.168.0.100,TCP,1594,693221011.0,1531994063.0,1270.0,46916.0,"443  >  49797 [PSH, ACK] Seq=46916 Ack=1270 Win=64128 Len=1448 TSval=80320174 TSecr=2281965159 [TCP segment of a reassembled PDU]"
77171,182.190586538,128.135.11.239,192.168.0.100,TCP,1594,693222459.0,1531994063.0,1270.0,48364.0,443  >  49797 [ACK] Seq=48364 Ack=1270 Win=64128 Len=1448 TSval=80320174 TSecr=2281965159 [TCP segment of a reassembled PDU]
77172,182.190592929,128.135.11.239,192.168.0.100,TLSv1.3,1594,693223907.0,1531994063.0,1270.0,49812.0,Application Data
77173,182.190598256,128.135.11.239,192.168.0.100,TCP,1594,693225355.0,1531994063.0,1270.0,51260.0,443  >  49797 [ACK] Seq=51260 Ack=1270 Win=64128 Len=1448 TSval=80320174 TSecr=2281965159 [TCP segment of a reassembled PDU]
77174,182.190605032,128.135.11.239,192.168.0.100,TCP,1594,693226803.0,1531994063.0,1270.0,52708.0,"443  >  49797 [PSH, ACK] Seq=52708 Ack=1270 Win=64128 Len=1448 TSval=80320174 TSecr=2281965159 [TCP segment of a reassembled PDU]"
77175,182.190610143,128.135.11.239,192.168.0.100,TCP,1594,693228251.0,1531994063.0,1270.0,54156.0,443  >  49797 [ACK] Seq=54156 Ack=1270 Win=64128 Len=1448 TSval=80320175 TSecr=2281965159 [TCP segment of a reassembled PDU]
77176,182.190616822,128.135.11.239,192.168.0.100,TCP,1594,693229699.0,1531994063.0,1270.0,55604.0,"443  >  49797 [PSH, ACK] Seq=55604 Ack=1270 Win=64128 Len=1448 TSval=80320175 TSecr=2281965159 [TCP segment of a reassembled PDU]"
77177,182.190621907,128.135.11.239,192.168.0.100,TCP,1594,693231147.0,1531994063.0,1270.0,57052.0,443  >  49797 [ACK] Seq=57052 Ack=1270 Win=64128 Len=1448 TSval=80320175 TSecr=2281965162 [TCP segment of a reassembled PDU]
77178,182.19062833,128.135.11.239,192.168.0.100,TCP,1594,693232595.0,1531994063.0,1270.0,58500.0,"443  >  49797 [PSH, ACK] Seq=58500 Ack=1270 Win=64128 Len=1448 TSval=80320175 TSecr=2281965162 [TCP segment of a reassembled PDU]"
77179,182.190633372,128.135.11.239,192.168.0.100,TCP,1594,693234043.0,1531994063.0,1270.0,59948.0,443  >  49797 [ACK] Seq=59948 Ack=1270 Win=64128 Len=1448 TSval=80320175 TSecr=2281965162 [TCP segment of a reassembled PDU]
77180,182.190639804,128.135.11.239,192.168.0.100,TCP,1594,693235491.0,1531994063.0,1270.0,61396.0,"443  >  49797 [PSH, ACK] Seq=61396 Ack=1270 Win=64128 Len=1448 TSval=80320175 TSecr=2281965162 [TCP segment of a reassembled PDU]"
77185,182.191413312,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693205083.0,30988.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=30988 Win=131072 Len=0 TSval=2281965163 TSecr=80320173
77186,182.191418345,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693209427.0,35332.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=35332 Win=126720 Len=0 TSval=2281965163 TSecr=80320173
77187,182.191422839,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693212323.0,38228.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=38228 Win=123776 Len=0 TSval=2281965164 TSecr=80320174
77188,182.191427491,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693213771.0,39676.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=39676 Win=125120 Len=0 TSval=2281965164 TSecr=80320174
77192,182.191689613,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693213771.0,39676.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=39676 Win=131072 Len=0 TSval=2281965164 TSecr=80320174
77193,182.191693809,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693216667.0,42572.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=42572 Win=128128 Len=0 TSval=2281965164 TSecr=80320174
77194,182.19169784,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693216667.0,42572.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=42572 Win=131072 Len=0 TSval=2281965164 TSecr=80320174
77195,182.19185325,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693221011.0,46916.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=46916 Win=128128 Len=0 TSval=2281965165 TSecr=80320174
77196,182.191863447,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693221011.0,46916.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=46916 Win=131072 Len=0 TSval=2281965165 TSecr=80320174
77197,182.191868314,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693222459.0,48364.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=48364 Win=131072 Len=0 TSval=2281965165 TSecr=80320174
77198,182.191872691,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693225355.0,51260.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=51260 Win=129600 Len=0 TSval=2281965165 TSecr=80320174
77199,182.191876433,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693228251.0,54156.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=54156 Win=127040 Len=0 TSval=2281965165 TSecr=80320174
77200,182.191880456,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693228251.0,54156.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=54156 Win=131072 Len=0 TSval=2281965165 TSecr=80320174
77201,182.191884565,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693231147.0,57052.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=57052 Win=128128 Len=0 TSval=2281965165 TSecr=80320175
77202,182.191889648,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693231147.0,57052.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=57052 Win=131072 Len=0 TSval=2281965165 TSecr=80320175
77203,182.191893958,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693234043.0,59948.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=59948 Win=129600 Len=0 TSval=2281965166 TSecr=80320175
77204,182.191898536,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693236939.0,62844.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=62844 Win=128128 Len=0 TSval=2281965166 TSecr=80320175
77205,182.191902947,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693236939.0,62844.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=62844 Win=131072 Len=0 TSval=2281965166 TSecr=80320175
77209,182.192299532,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693239835.0,65740.0,1270.0,[TCP ACKed unseen segment] 49797  >  443 [ACK] Seq=1270 Ack=65740 Win=128128 Len=0 TSval=2281965166 TSecr=80320175
77210,182.192303949,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693239835.0,65740.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=65740 Win=131072 Len=0 TSval=2281965166 TSecr=80320175
77211,182.192307624,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693241283.0,67188.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=67188 Win=131072 Len=0 TSval=2281965166 TSecr=80320177
77215,182.192943853,128.135.11.239,192.168.0.100,TLSv1.3,1594,693241283.0,1531994063.0,1270.0,67188.0,"[TCP Previous segment not captured] , Continuation Data"
77216,182.192962789,128.135.11.239,192.168.0.100,TLSv1.3,1594,693242731.0,1531994063.0,1270.0,68636.0,Continuation Data
77217,182.19298118,128.135.11.239,192.168.0.100,TLSv1.3,1594,693244179.0,1531994063.0,1270.0,70084.0,Continuation Data
77221,182.193668845,128.135.11.239,192.168.0.100,TLSv1.3,1594,693245627.0,1531994063.0,1270.0,71532.0,Continuation Data
77222,182.193675236,128.135.11.239,192.168.0.100,TLSv1.3,1594,693247075.0,1531994063.0,1270.0,72980.0,Continuation Data
77223,182.193683337,128.135.11.239,192.168.0.100,TLSv1.3,1594,693248523.0,1531994063.0,1270.0,74428.0,Continuation Data
77224,182.193689219,128.135.11.239,192.168.0.100,TLSv1.3,1594,693249971.0,1531994063.0,1270.0,75876.0,Continuation Data
77225,182.193693771,128.135.11.239,192.168.0.100,TLSv1.3,1594,693251419.0,1531994063.0,1270.0,77324.0,Continuation Data
77231,182.194030376,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693244179.0,70084.0,1270.0,[TCP ACKed unseen segment] 49797  >  443 [ACK] Seq=1270 Ack=70084 Win=129600 Len=0 TSval=2281965168 TSecr=80320180
77232,182.194036071,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693244179.0,70084.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=70084 Win=132480 Len=0 TSval=2281965168 TSecr=80320180
77236,182.195301581,128.135.11.239,192.168.0.100,TLSv1.3,1594,693252867.0,1531994063.0,1270.0,78772.0,Continuation Data
77237,182.195316475,128.135.11.239,192.168.0.100,TLSv1.3,1594,693254315.0,1531994063.0,1270.0,80220.0,Continuation Data
77238,182.195324639,128.135.11.239,192.168.0.100,TLSv1.3,1594,693255763.0,1531994063.0,1270.0,81668.0,Continuation Data
77239,182.195332477,128.135.11.239,192.168.0.100,TLSv1.3,1594,693257211.0,1531994063.0,1270.0,83116.0,Continuation Data
77240,182.195338268,128.135.11.239,192.168.0.100,TLSv1.3,1594,693258659.0,1531994063.0,1270.0,84564.0,Continuation Data
77241,182.19535653,128.135.11.239,192.168.0.100,TLSv1.3,1594,693260107.0,1531994063.0,1270.0,86012.0,Continuation Data
